id,date,region_gr,region_en,region_id,population,color,cases,deaths,recovered,active,tests,daytotal,totaldose1,totaldose2,vaccinations_total,vaccrate,vaccrate2,newvacc1rate,newvacc2rate,posrate
50,2020-07-04,Μεσσηνίας,Messenia,10,159954,,0,0,0,0,0,0,0,0,0,,,,,
51,2020-07-04,Μήλου,Milos,11,9932,,0,0,0,0,0,0,0,0,0,,,,,
52,2020-07-04,Μυκόνου,Mykonos,11,10134,,0,0,0,0,0,0,0,0,0,,,,,
53,2020-07-04,Νάξου,Naxos,11,20877,,0,0,0,0,0,0,0,0,0,,,,,
54,2020-07-04,"Νήσων Αττικής","Islands Regional Unit",22,74651,,0,0,0,0,0,0,0,0,0,,,,,
55,2020-07-04,"Νότ. Τομ. Αθηνών","South Athens Regional Unit",23,529826,,0,0,0,0,0,0,0,0,0,,,,,
56,2020-07-04,Ξάνθης,Xanthi,5,111222,,5,0,0,0,0,0,0,0,0,,,,,
57,2020-07-04,Πάρου,Paros,11,14926,,0,0,0,0,0,0,0,0,0,,,,,
58,2020-07-04,Πειραιώς,Piraeus,24,448997,,0,0,0,0,0,0,0,0,0,,,,,
59,2020-07-04,Πέλλας,Pella,3,139680,,0,0,0,0,0,0,0,0,0,,,,,
60,2020-07-04,Πιερίας,Pieria,3,126698,,0,0,0,0,0,0,0,0,0,,,,,
61,2020-07-04,Πρέβεζας,Preveza,6,57491,,0,0,0,0,0,0,0,0,0,,,,,
62,2020-07-04,"Πύλες και αυτοβούλως","Without permanent residency in Greece",15,0,,11,0,0,0,0,0,0,0,0,,,,,
63,2020-07-04,Ρεθύμνου,Rethymno,4,85609,,0,0,0,0,0,0,0,0,0,,,,,
64,2020-07-04,Ροδόπης,Rhodope,5,112039,,0,0,0,0,0,0,0,0,0,,,,,
65,2020-07-04,Ρόδου,Rhodes,11,119830,,0,0,0,0,0,0,0,0,0,,,,,
66,2020-07-04,Σάμου,Samos,9,32977,,0,0,0,0,0,0,0,0,0,,,,,
67,2020-07-04,Σερρών,Serres,3,176430,,0,0,0,0,0,0,0,0,0,,,,,
68,2020-07-04,Σποράδων,Sporades,12,13798,,0,0,0,0,0,0,0,0,0,,,,,
69,2020-07-04,Σύρου,Syros,11,21507,,0,0,0,0,0,0,0,0,0,,,,,
70,2020-07-04,Τήνου,Tinos,11,8636,,0,0,0,0,0,0,0,0,0,,,,,
71,2020-07-04,Τρικάλων,Trikala,12,131085,,0,0,0,0,0,0,0,0,0,,,,,
72,2020-07-04,"Υπό διερεύνηση","Under Investigation",16,0,,0,0,0,0,0,0,0,0,0,,,,,
73,2020-07-04,Φθιώτιδας,Phthiotis,2,158231,,0,0,0,0,0,0,0,0,0,,,,,
74,2020-07-04,Φλώρινας,Florina,14,51414,,0,0,0,0,0,0,0,0,0,,,,,
75,2020-07-04,Φωκίδας,Phocis,2,40343,,0,0,0,0,0,0,0,0,0,,,,,
76,2020-07-04,Χαλκιδικής,Chalkidiki,3,107719,,0,0,0,0,0,0,0,0,0,,,,,
77,2020-07-04,Χανίων,Chania,4,156585,,0,0,0,0,0,0,0,0,0,,,,,
78,2020-07-04,Χίου,Chios,9,52674,,0,0,0,0,0,0,0,0,0,,,,,
79,2020-07-05,"Άγιο Όρος","Mount Athos",8,2262,,0,0,0,0,0,0,0,0,0,,,,,
80,2020-07-05,Αιτωλοακαρνανίας,Aetolia-Acarnania,13,210802,,0,0,0,0,0,0,0,0,0,,,,,
81,2020-07-05,"Αν. Αττικής","East Attica",17,502348,,0,0,0,0,0,0,0,0,0,,,,,
82,2020-07-05,Άνδρου,Andros,11,9221,,0,0,0,0,0,0,0,0,0,,,,,
83,2020-07-05,Αργολίδας,Argolis,10,97044,,0,0,0,0,0,0,0,0,0,,,,,
84,2020-07-05,Αρκαδίας,Arcadia,10,86685,,0,0,0,0,0,0,0,0,0,,,,,
85,2020-07-05,Άρτας,Arta,6,67877,,0,0,0,0,0,0,0,0,0,,,,,
86,2020-07-05,Αττικής,"Athens Prefecture",1,3961638,,0,0,0,0,0,0,0,0,0,,,,,
87,2020-07-05,Αχαΐας,Achaea,13,310298,,0,0,0,0,0,0,0,0,0,,,,,
88,2020-07-05,Βοιωτίας,Boeotia,2,117920,,0,0,0,0,0,0,0,0,0,,,,,
89,2020-07-05,"Βορ. Τομ. Αθηνών","North Athens Regional Unit",18,592490,,0,0,0,0,0,0,0,0,0,,,,,
90,2020-07-05,Γρεβενών,Grevena,14,31757,,0,0,0,0,0,0,0,0,0,,,,,
91,2020-07-05,Δράμας,Drama,5,98287,,0,0,0,0,0,0,0,0,0,,,,,
92,2020-07-05,"Δυτ. Αττικής","West Attica",19,160927,,0,0,0,0,0,0,0,0,0,,,,,
93,2020-07-05,"Δυτ. Τομ Αθηνών","West Athens Regional Unit",20,489675,,0,0,0,0,0,0,0,0,0,,,,,
94,2020-07-05,Έβρου,Evros,5,147530,,0,0,0,0,0,0,0,0,0,,,,,
95,2020-07-05,Εύβοιας,Euboea,2,210815,,0,0,0,0,0,0,0,0,0,,,,,
96,2020-07-05,Ευρυτανίας,Evrytania,2,20081,,0,0,0,0,0,0,0,0,0,,,,,
97,2020-07-05,Ζακύνθου,Zakynthos,7,40759,,0,0,0,0,0,0,0,0,0,,,,,
98,2020-07-05,Ηλείας,Elis,13,159300,,0,0,0,0,0,0,0,0,0,,,,,
99,2020-07-05,Ημαθίας,Imathia,3,140611,,0,0,0,0,0,0,0,0,0,,,,,
100,2020-07-05,Ηρακλείου,Heraklion,4,305490,,0,0,0,0,0,0,0,0,0,,,,,
101,2020-07-05,Θάσου,Thasos,5,13770,,0,0,0,0,0,0,0,0,0,,,,,
102,2020-07-05,Θεσπρωτίας,Thesprotia,6,43587,,0,0,0,0,0,0,0,0,0,,,,,
103,2020-07-05,Θεσσαλονίκης,Thessaloniki,3,1110551,,0,0,0,0,0,0,0,0,0,,,,,
104,2020-07-05,Θήρας,Santorini,11,18883,,0,0,0,0,0,0,0,0,0,,,,,
105,2020-07-05,Ιθάκης,Ithaca,7,3231,,0,0,0,0,0,0,0,0,0,,,,,
106,2020-07-05,Ικαρίας,Icaria,9,9882,,0,0,0,0,0,0,0,0,0,,,,,
107,2020-07-05,Ιωαννίνων,Ioannina,6,167901,,0,0,0,0,0,0,0,0,0,,,,,
108,2020-07-05,Καβάλας,Kavala,5,124917,,0,0,0,0,0,0,0,0,0,,,,,
109,2020-07-05,Καλύμνου,Kalymnos,11,29452,,0,0,0,0,0,0,0,0,0,,,,,
110,2020-07-05,Καρδίτσας,Karditsa,12,113544,,0,0,0,0,0,0,0,0,0,,,,,
111,2020-07-05,Καρπάθου-Κάσου,Karpathos-Kasos,11,7310,,0,0,0,0,0,0,0,0,0,,,,,
112,2020-07-05,Καστοριάς,Kastoria,14,50322,,1,0,0,0,0,0,0,0,0,,,,,
113,2020-07-05,Κέας-Κύθνου,Kea-Kythnos,11,3911,,0,0,0,0,0,0,0,0,0,,,,,
114,2020-07-05,"Κεντρ. τομ. Αθηνών","Central Athens Regional Unit",21,1029520,,0,0,0,0,0,0,0,0,0,,,,,
115,2020-07-05,Κέρκυρας,Corfu,7,104371,,0,0,0,0,0,0,0,0,0,,,,,
116,2020-07-05,Κεφαλληνίας,Cephalonia,7,35801,,0,0,0,0,0,0,0,0,0,,,,,
117,2020-07-05,Κιλκίς,Kilkis,3,80419,,0,0,0,0,0,0,0,0,0,,,,,
118,2020-07-05,Κοζάνης,Kozani,14,150196,,0,0,0,0,0,0,0,0,0,,,,,
119,2020-07-05,Κορινθίας,Corinthia,10,145082,,0,0,0,0,0,0,0,0,0,,,,,
120,2020-07-05,Κω,Kos,11,34396,,0,0,0,0,0,0,0,0,0,,,,,
121,2020-07-05,Λακωνίας,Laconia,10,89138,,0,0,0,0,0,0,0,0,0,,,,,
122,2020-07-05,Λάρισας,Larissa,12,284325,,0,0,0,0,0,0,0,0,0,,,,,
123,2020-07-05,Λασιθίου,Lasithi,4,75381,,0,0,0,0,0,0,0,0,0,,,,,
124,2020-07-05,Λέσβου,Lesbos,9,86436,,0,0,0,0,0,0,0,0,0,,,,,
125,2020-07-05,Λευκάδας,Lefkada,7,23693,,0,0,0,0,0,0,0,0,0,,,,,
126,2020-07-05,Λήμνου,Lemnos,9,17262,,0,0,0,0,0,0,0,0,0,,,,,
127,2020-07-05,Μαγνησίας,Magnesia,12,190010,,0,0,0,0,0,0,0,0,0,,,,,
128,2020-07-05,Μεσσηνίας,Messenia,10,159954,,0,0,0,0,0,0,0,0,0,,,,,
129,2020-07-05,Μήλου,Milos,11,9932,,0,0,0,0,0,0,0,0,0,,,,,
130,2020-07-05,Μυκόνου,Mykonos,11,10134,,0,0,0,0,0,0,0,0,0,,,,,
131,2020-07-05,Νάξου,Naxos,11,20877,,0,0,0,0,0,0,0,0,0,,,,,
132,2020-07-05,"Νήσων Αττικής","Islands Regional Unit",22,74651,,0,0,0,0,0,0,0,0,0,,,,,
133,2020-07-05,"Νότ. Τομ. Αθηνών","South Athens Regional Unit",23,529826,,0,0,0,0,0,0,0,0,0,,,,,
134,2020-07-05,Ξάνθης,Xanthi,5,111222,,1,0,0,0,0,0,0,0,0,,,,,
135,2020-07-05,Πάρου,Paros,11,14926,,0,0,0,0,0,0,0,0,0,,,,,
136,2020-07-05,Πειραιώς,Piraeus,24,448997,,0,0,0,0,0,0,0,0,0,,,,,
137,2020-07-05,Πέλλας,Pella,3,139680,,0,0,0,0,0,0,0,0,0,,,,,
138,2020-07-05,Πιερίας,Pieria,3,126698,,0,0,0,0,0,0,0,0,0,,,,,
139,2020-07-05,Πρέβεζας,Preveza,6,57491,,0,0,0,0,0,0,0,0,0,,,,,
140,2020-07-05,"Πύλες και αυτοβούλως","Without permanent residency in Greece",15,0,,7,0,0,0,0,0,0,0,0,,,,,
141,2020-07-05,Ρεθύμνου,Rethymno,4,85609,,0,0,0,0,0,0,0,0,0,,,,,
142,2020-07-05,Ροδόπης,Rhodope,5,112039,,0,0,0,0,0,0,0,0,0,,,,,
143,2020-07-05,Ρόδου,Rhodes,11,119830,,0,0,0,0,0,0,0,0,0,,,,,
144,2020-07-05,Σάμου,Samos,9,32977,,0,0,0,0,0,0,0,0,0,,,,,
145,2020-07-05,Σερρών,Serres,3,176430,,0,0,0,0,0,0,0,0,0,,,,,
146,2020-07-05,Σποράδων,Sporades,12,13798,,0,0,0,0,0,0,0,0,0,,,,,
147,2020-07-05,Σύρου,Syros,11,21507,,0,0,0,0,0,0,0,0,0,,,,,
148,2020-07-05,Τήνου,Tinos,11,8636,,0,0,0,0,0,0,0,0,0,,,,,
149,2020-07-05,Τρικάλων,Trikala,12,131085,,0,0,0,0,0,0,0,0,0,,,,,
150,2020-07-05,"Υπό διερεύνηση","Under Investigation",16,0,,0,0,0,0,0,0,0,0,0,,,,,
151,2020-07-05,Φθιώτιδας,Phthiotis,2,158231,,0,0,0,0,0,0,0,0,0,,,,,
152,2020-07-05,Φλώρινας,Florina,14,51414,,0,0,0,0,0,0,0,0,0,,,,,
153,2020-07-05,Φωκίδας,Phocis,2,40343,,0,0,0,0,0,0,0,0,0,,,,,
154,2020-07-05,Χαλκιδικής,Chalkidiki,3,107719,,0,0,0,0,0,0,0,0,0,,,,,
155,2020-07-05,Χανίων,Chania,4,156585,,0,0,0,0,0,0,0,0,0,,,,,
156,2020-07-05,Χίου,Chios,9,52674,,0,0,0,0,0,0,0,0,0,,,,,
157,2020-07-06,"Άγιο Όρος","Mount Athos",8,2262,,0,0,0,0,0,0,0,0,0,,,,,
158,2020-07-06,Αιτωλοακαρνανίας,Aetolia-Acarnania,13,210802,,0,0,0,0,0,0,0,0,0,,,,,
159,2020-07-06,"Αν. Αττικής","East Attica",17,502348,,0,0,0,0,0,0,0,0,0,,,,,
160,2020-07-06,Άνδρου,Andros,11,9221,,0,0,0,0,0,0,0,0,0,,,,,
161,2020-07-06,Αργολίδας,Argolis,10,97044,,0,0,0,0,0,0,0,0,0,,,,,
162,2020-07-06,Αρκαδίας,Arcadia,10,86685,,0,0,0,0,0,0,0,0,0,,,,,
163,2020-07-06,Άρτας,Arta,6,67877,,0,1,0,0,0,0,0,0,0,,,,,
164,2020-07-06,Αττικής,"Athens Prefecture",1,3961638,,1,1,0,0,0,0,0,0,0,,,,,
165,2020-07-06,Αχαΐας,Achaea,13,310298,,0,0,0,0,0,0,0,0,0,,,,,
166,2020-07-06,Βοιωτίας,Boeotia,2,117920,,0,0,0,0,0,0,0,0,0,,,,,
167,2020-07-06,"Βορ. Τομ. Αθηνών","North Athens Regional Unit",18,592490,,0,0,0,0,0,0,0,0,0,,,,,
168,2020-07-06,Γρεβενών,Grevena,14,31757,,0,0,0,0,0,0,0,0,0,,,,,
169,2020-07-06,Δράμας,Drama,5,98287,,0,0,0,0,0,0,0,0,0,,,,,
170,2020-07-06,"Δυτ. Αττικής","West Attica",19,160927,,0,0,0,0,0,0,0,0,0,,,,,
171,2020-07-06,"Δυτ. Τομ Αθηνών","West Athens Regional Unit",20,489675,,0,0,0,0,0,0,0,0,0,,,,,
172,2020-07-06,Έβρου,Evros,5,147530,,0,0,0,0,0,0,0,0,0,,,,,
173,2020-07-06,Εύβοιας,Euboea,2,210815,,0,0,0,0,0,0,0,0,0,,,,,
174,2020-07-06,Ευρυτανίας,Evrytania,2,20081,,0,0,0,0,0,0,0,0,0,,,,,
175,2020-07-06,Ζακύνθου,Zakynthos,7,40759,,0,0,0,0,0,0,0,0,0,,,,,
176,2020-07-06,Ηλείας,Elis,13,159300,,0,0,0,0,0,0,0,0,0,,,,,
177,2020-07-06,Ημαθίας,Imathia,3,140611,,0,0,0,0,0,0,0,0,0,,,,,
178,2020-07-06,Ηρακλείου,Heraklion,4,305490,,0,0,0,0,0,0,0,0,0,,,,,
179,2020-07-06,Θάσου,Thasos,5,13770,,0,0,0,0,0,0,0,0,0,,,,,
180,2020-07-06,Θεσπρωτίας,Thesprotia,6,43587,,0,0,0,0,0,0,0,0,0,,,,,
181,2020-07-06,Θεσσαλονίκης,Thessaloniki,3,1110551,,0,0,0,0,0,0,0,0,0,,,,,
182,2020-07-06,Θήρας,Santorini,11,18883,,0,0,0,0,0,0,0,0,0,,,,,
183,2020-07-06,Ιθάκης,Ithaca,7,3231,,0,0,0,0,0,0,0,0,0,,,,,
184,2020-07-06,Ικαρίας,Icaria,9,9882,,0,0,0,0,0,0,0,0,0,,,,,
185,2020-07-06,Ιωαννίνων,Ioannina,6,167901,,0,0,0,0,0,0,0,0,0,,,,,
186,2020-07-06,Καβάλας,Kavala,5,124917,,0,0,0,0,0,0,0,0,0,,,,,
187,2020-07-06,Καλύμνου,Kalymnos,11,29452,,0,0,0,0,0,0,0,0,0,,,,,
188,2020-07-06,Καρδίτσας,Karditsa,12,113544,,0,0,0,0,0,0,0,0,0,,,,,
189,2020-07-06,Καρπάθου-Κάσου,Karpathos-Kasos,11,7310,,2,0,0,0,0,0,0,0,0,,,,,
190,2020-07-06,Καστοριάς,Kastoria,14,50322,,0,0,0,0,0,0,0,0,0,,,,,
191,2020-07-06,Κέας-Κύθνου,Kea-Kythnos,11,3911,,0,0,0,0,0,0,0,0,0,,,,,
192,2020-07-06,"Κεντρ. τομ. Αθηνών","Central Athens Regional Unit",21,1029520,,0,0,0,0,0,0,0,0,0,,,,,
193,2020-07-06,Κέρκυρας,Corfu,7,104371,,0,0,0,0,0,0,0,0,0,,,,,
194,2020-07-06,Κεφαλληνίας,Cephalonia,7,35801,,0,0,0,0,0,0,0,0,0,,,,,
195,2020-07-06,Κιλκίς,Kilkis,3,80419,,0,0,0,0,0,0,0,0,0,,,,,
196,2020-07-06,Κοζάνης,Kozani,14,150196,,0,0,0,0,0,0,0,0,0,,,,,
197,2020-07-06,Κορινθίας,Corinthia,10,145082,,0,0,0,0,0,0,0,0,0,,,,,
198,2020-07-06,Κω,Kos,11,34396,,0,0,0,0,0,0,0,0,0,,,,,
199,2020-07-06,Λακωνίας,Laconia,10,89138,,0,0,0,0,0,0,0,0,0,,,,,
200,2020-07-06,Λάρισας,Larissa,12,284325,,0,0,0,0,0,0,0,0,0,,,,,
201,2020-07-06,Λασιθίου,Lasithi,4,75381,,0,0,0,0,0,0,0,0,0,,,,,
202,2020-07-06,Λέσβου,Lesbos,9,86436,,0,0,0,0,0,0,0,0,0,,,,,
203,2020-07-06,Λευκάδας,Lefkada,7,23693,,0,0,0,0,0,0,0,0,0,,,,,
204,2020-07-06,Λήμνου,Lemnos,9,17262,,0,0,0,0,0,0,0,0,0,,,,,
205,2020-07-06,Μαγνησίας,Magnesia,12,190010,,0,0,0,0,0,0,0,0,0,,,,,
206,2020-07-06,Μεσσηνίας,Messenia,10,159954,,0,0,0,0,0,0,0,0,0,,,,,
207,2020-07-06,Μήλου,Milos,11,9932,,0,0,0,0,0,0,0,0,0,,,,,
208,2020-07-06,Μυκόνου,Mykonos,11,10134,,0,0,0,0,0,0,0,0,0,,,,,
209,2020-07-06,Νάξου,Naxos,11,20877,,0,0,0,0,0,0,0,0,0,,,,,
210,2020-07-06,"Νήσων Αττικής","Islands Regional Unit",22,74651,,0,0,0,0,0,0,0,0,0,,,,,
211,2020-07-06,"Νότ. Τομ. Αθηνών","South Athens Regional Unit",23,529826,,0,0,0,0,0,0,0,0,0,,,,,
212,2020-07-06,Ξάνθης,Xanthi,5,111222,,4,0,0,0,0,0,0,0,0,,,,,
213,2020-07-06,Πάρου,Paros,11,14926,,0,0,0,0,0,0,0,0,0,,,,,
214,2020-07-06,Πειραιώς,Piraeus,24,448997,,0,0,0,0,0,0,0,0,0,,,,,
215,2020-07-06,Πέλλας,Pella,3,139680,,0,0,0,0,0,0,0,0,0,,,,,
216,2020-07-06,Πιερίας,Pieria,3,126698,,0,0,0,0,0,0,0,0,0,,,,,
217,2020-07-06,Πρέβεζας,Preveza,6,57491,,0,0,0,0,0,0,0,0,0,,,,,
218,2020-07-06,"Πύλες και αυτοβούλως","Without permanent residency in Greece",15,0,,36,0,0,0,0,0,0,0,0,,,,,
219,2020-07-06,Ρεθύμνου,Rethymno,4,85609,,0,0,0,0,0,0,0,0,0,,,,,
220,2020-07-06,Ροδόπης,Rhodope,5,112039,,0,0,0,0,0,0,0,0,0,,,,,
221,2020-07-06,Ρόδου,Rhodes,11,119830,,0,0,0,0,0,0,0,0,0,,,,,
222,2020-07-06,Σάμου,Samos,9,32977,,0,0,0,0,0,0,0,0,0,,,,,
223,2020-07-06,Σερρών,Serres,3,176430,,0,0,0,0,0,0,0,0,0,,,,,
224,2020-07-06,Σποράδων,Sporades,12,13798,,0,0,0,0,0,0,0,0,0,,,,,
225,2020-07-06,Σύρου,Syros,11,21507,,0,0,0,0,0,0,0,0,0,,,,,
226,2020-07-06,Τήνου,Tinos,11,8636,,0,0,0,0,0,0,0,0,0,,,,,
227,2020-07-06,Τρικάλων,Trikala,12,131085,,0,0,0,0,0,0,0,0,0,,,,,
228,2020-07-06,"Υπό διερεύνηση","Under Investigation",16,0,,0,0,0,0,0,0,0,0,0,,,,,
229,2020-07-06,Φθιώτιδας,Phthiotis,2,158231,,0,0,0,0,0,0,0,0,0,,,,,
230,2020-07-06,Φλώρινας,Florina,14,51414,,0,0,0,0,0,0,0,0,0,,,,,
231,2020-07-06,Φωκίδας,Phocis,2,40343,,0,0,0,0,0,0,0,0,0,,,,,
232,2020-07-06,Χαλκιδικής,Chalkidiki,3,107719,,0,0,0,0,0,0,0,0,0,,,,,
233,2020-07-06,Χανίων,Chania,4,156585,,0,0,0,0,0,0,0,0,0,,,,,
234,2020-07-06,Χίου,Chios,9,52674,,0,0,0,0,0,0,0,0,0,,,,,
235,2020-07-07,"Άγιο Όρος","Mount Athos",8,2262,,0,0,0,0,0,0,0,0,0,,,,,
236,2020-07-07,Αιτωλοακαρνανίας,Aetolia-Acarnania,13,210802,,0,0,0,0,0,0,0,0,0,,,,,
237,2020-07-07,"Αν. Αττικής","East Attica",17,502348,,0,0,0,0,0,0,0,0,0,,,,,
238,2020-07-07,Άνδρου,Andros,11,9221,,0,0,0,0,0,0,0,0,0,,,,,
239,2020-07-07,Αργολίδας,Argolis,10,97044,,0,0,0,0,0,0,0,0,0,,,,,
240,2020-07-07,Αρκαδίας,Arcadia,10,86685,,0,0,0,0,0,0,0,0,0,,,,,
241,2020-07-07,Άρτας,Arta,6,67877,,0,0,0,0,0,0,0,0,0,,,,,
242,2020-07-07,Αττικής,"Athens Prefecture",1,3961638,,3,0,0,0,0,0,0,0,0,,,,,
243,2020-07-07,Αχαΐας,Achaea,13,310298,,0,0,0,0,0,0,0,0,0,,,,,
244,2020-07-07,Βοιωτίας,Boeotia,2,117920,,0,0,0,0,0,0,0,0,0,,,,,
245,2020-07-07,"Βορ. Τομ. Αθηνών","North Athens Regional Unit",18,592490,,0,0,0,0,0,0,0,0,0,,,,,
246,2020-07-07,Γρεβενών,Grevena,14,31757,,0,0,0,0,0,0,0,0,0,,,,,
247,2020-07-07,Δράμας,Drama,5,98287,,2,0,0,0,0,0,0,0,0,,,,,
248,2020-07-07,"Δυτ. Αττικής","West Attica",19,160927,,0,0,0,0,0,0,0,0,0,,,,,
249,2020-07-07,"Δυτ. Τομ Αθηνών","West Athens Regional Unit",20,489675,,0,0,0,0,0,0,0,0,0,,,,,
250,2020-07-07,Έβρου,Evros,5,147530,,0,0,0,0,0,0,0,0,0,,,,,
251,2020-07-07,Εύβοιας,Euboea,2,210815,,0,0,0,0,0,0,0,0,0,,,,,
252,2020-07-07,Ευρυτανίας,Evrytania,2,20081,,0,0,0,0,0,0,0,0,0,,,,,
253,2020-07-07,Ζακύνθου,Zakynthos,7,40759,,0,0,0,0,0,0,0,0,0,,,,,
254,2020-07-07,Ηλείας,Elis,13,159300,,0,0,0,0,0,0,0,0,0,,,,,
255,2020-07-07,Ημαθίας,Imathia,3,140611,,0,0,0,0,0,0,0,0,0,,,,,
256,2020-07-07,Ηρακλείου,Heraklion,4,305490,,0,0,0,0,0,0,0,0,0,,,,,
257,2020-07-07,Θάσου,Thasos,5,13770,,0,0,0,0,0,0,0,0,0,,,,,
258,2020-07-07,Θεσπρωτίας,Thesprotia,6,43587,,0,0,0,0,0,0,0,0,0,,,,,
259,2020-07-07,Θεσσαλονίκης,Thessaloniki,3,1110551,,0,0,0,0,0,0,0,0,0,,,,,
260,2020-07-07,Θήρας,Santorini,11,18883,,0,0,0,0,0,0,0,0,0,,,,,
